state,county,County_name,Civilian_labor_force_2019,Unemployed_2019,Unemployment_rate_2019,State_Abbr,less_than_high_school,high_school_diploma,some_college,bach_degree,CENSUS_2010_POP,ESTIMATES_BASE_2010,POP_ESTIMATE_2019,N_POP_CHG_2019,Births_2019,Deaths_2019,NATURAL_INC_2019,INTERNATIONAL_MIG_2019,DOMESTIC_MIG_2019,NET_MIG_2019,RESIDUAL_2019,GQ_ESTIMATES_2019,R_birth_2019,R_death_2019,R_NATURAL_INC_2019,R_INTERNATIONAL_MIG_2019,R_DOMESTIC_MIG_2019,R_NET_MIG_2019,cases,deaths
45,011,Barnwell County,8268,352,4.3,SC,2688,5095,4827,1642,22621,22621,20866,-255,234,286,-52,1,-204,-203,0,285,11.14630719,13.623264344,-2.476957153,0.047633791,-9.717293448,-9.669659657,887,25
45,013,Beaufort County,77858,2061,2.6,SC,9298,29874,38556,52480,162233,162219,192122,3246,1923,1741,182,187,2862,3049,15,5738,10.094541179,9.139155586,0.955385593,0.981632449,15.023700912,16.005333361,6214,93
45,015,Berkeley County,104452,2651,2.5,SC,15484,40977,48758,32929,177843,178373,227907,6725,2774,1647,1127,285,5291,5576,22,3841,12.35389867,7.334848994,5.019049676,1.269236165,23.563258062,24.832494227,6232,95
45,017,Calhoun County,6604,237,3.6,SC,1532,3978,3131,2047,15175,15178,14553,-10,134,187,-53,2,43,45,-2,158,9.204561066,12.84517104,-3.640609974,0.137381508,2.953702432,3.091083940,515,18
45,019,Charleston County,212354,4881,2.3,SC,23647,63580,72798,119670,350209,350128,411406,5184,4763,3629,1134,423,3601,4024,26,10869,11.650775169,8.876897562,2.773877607,1.034700377,8.808406757,9.843107134,17480,279
45,021,Cherokee County,25196,774,3.1,SC,7755,13944,11097,5270,55342,55488,57300,231,652,624,28,-9,214,205,-2,1135,11.401691018,10.912047845,0.489643173,-0.157385305,3.742272819,3.584887513,1558,52
45,023,Chester County,13445,555,4.1,SC,3969,9199,6077,3057,33140,33159,32244,-60,358,424,-66,4,5,9,-3,218,11.092520295,13.13751007,-2.044989775,0.123938774,0.154923468,0.278862242,1265,28
45,025,Chesterfield County,22128,644,2.9,SC,7574,12841,8135,3204,46734,46722,45650,-231,496,571,-75,13,-168,-155,-1,874,10.837858212,12.476647256,-1.638789044,0.284056768,-3.670887459,-3.386830691,1513,46
45,027,Clarendon County,12731,493,3.9,SC,4868,8996,6494,3734,34971,34949,33745,3,302,408,-106,-1,113,112,-3,1561,8.949871827,12.091217568,-3.141345741,-0.029635337,3.348793101,3.319157764,1195,68
45,029,Colleton County,16821,538,3.2,SC,3485,11515,7135,3979,38892,38887,37677,1,449,570,-121,-21,148,127,-5,385,11.917242844,15.12879381,-3.211550967,-0.557376614,3.928178042,3.370801428,1292,49
45,031,Darlington County,30561,1043,3.4,SC,8271,16306,13589,7913,68681,68611,66618,-141,737,840,-103,21,-55,-34,-4,1451,11.051380673,12.595874851,-1.544494178,0.314896871,-0.824729901,-0.50983303,2556,67
45,033,Dillon County,13029,533,4.1,SC,5111,7811,5163,2269,32062,32059,30479,-133,413,372,41,42,-215,-173,-1,474,13.520813213,12.178553306,1.342259907,1.374997954,-7.038680002,-5.663682048,1336,48
45,035,Dorchester County,78453,1951,2.5,SC,10278,28804,35828,29017,136555,136144,162809,2091,1813,1250,563,80,1448,1528,0,1719,11.207719912,7.727330331,3.480389581,0.494549141,8.951339455,9.445888597,4918,102
45,037,Edgefield County,10753,301,2.8,SC,3435,7252,5368,3478,26985,26965,27260,128,192,301,-109,3,236,239,-2,2792,7.059861744,11.067804089,-4.007942344,0.110310340,8.677746728,8.788057067,939,23
45,039,Fairfield County,9619,427,4.4,SC,2864,6452,4289,2792,23956,23959,22347,-29,203,302,-99,20,50,70,0,397,9.078102989,13.505355186,-4.427252197,0.894394383,2.235985958,3.130380341,875,40
45,041,Florence County,67211,1976,2.9,SC,14347,30767,26507,21471,136885,136965,138293,16,1614,1558,56,107,-142,-35,-5,2926,11.67154789,11.266587121,0.404960769,0.773764327,-1.026864808,-0.253100481,5720,203
45,043,Georgetown County,25790,970,3.8,SC,5884,13212,14042,12370,60158,60311,62680,448,521,879,-358,-13,817,804,2,560,8.341872678,14.073908031,-5.732035353,-0.208146535,13.081209171,12.873062636,2403,56
45,045,Greenville County,255903,6225,2.4,SC,41345,83309,97570,115297,451225,451211,523542,8921,6308,4496,1812,1469,5618,7087,22,10527,12.152234283,8.661452970,3.490781313,2.829998757,10.822963253,13.652962011,18207,353
45,047,Greenwood County,31377,980,3.1,SC,7646,14475,13850,11075,69661,69691,70811,214,811,803,8,76,132,208,-2,2607,11.470355284,11.357207513,0.113147771,1.074903824,1.866938221,2.941842046,2604,76
45,049,Hampton County,8416,229,2.7,SC,2439,6502,3331,1580,21090,21090,19222,-126,196,239,-43,1,-84,-83,0,1367,10.163339383,12.393051595,-2.229712212,0.051853772,-4.355716878,-4.303863106,772,31
45,051,Horry County,148573,5339,3.6,SC,24040,77366,79094,55617,269291,269146,354081,9976,3161,3879,-718,293,10315,10608,86,3746,9.054893682,11.111652196,-2.056758514,0.839317889,29.548000103,30.387317993,12640,233
45,053,Jasper County,12685,322,2.5,SC,3621,7486,5118,3307,24777,24791,30073,926,366,282,84,57,778,835,7,1211,12.360688956,9.523809524,2.836879433,1.925025329,26.274907126,28.199932455,943,23
45,055,Kershaw County,29291,866,3,SC,6002,16431,13258,8842,61697,61594,66551,749,725,794,-69,28,793,821,-3,402,10.955550686,11.99821689,-1.042666203,0.423110923,11.983105785,12.406216708,2535,49
45,057,Lancaster County,41340,1384,3.3,SC,8645,20313,17600,17109,76652,76651,98012,2977,1010,1026,-16,45,2933,2978,15,1991,10.463773071,10.629535813,-0.165762742,0.466207711,30.386382591,30.852590302,2658,62
45,059,Laurens County,30313,903,3,SC,8918,15980,13757,7011,66537,66513,67493,603,783,850,-67,49,621,670,0,2243,11.653259713,12.65040965,-0.997149937,0.729258909,9.242240462,9.971499371,1973,62
45,061,Lee County,6618,266,4,SC,2591,5124,2952,1502,19220,19226,16828,-466,165,272,-107,2,-364,-362,3,1509,9.671179884,15.942793506,-6.271613622,0.117226423,-21.33520896,-21.21798253,795,36
45,063,Lexington County,150160,3510,2.3,SC,20514,56407,60690,59163,262391,262453,298750,4400,3191,2555,636,372,3398,3770,-6,2322,10.760411398,8.615747766,2.144663632,1.254425898,11.458438712,12.71286461,9265,214
45,065,McCormick County,3389,104,3.1,SC,1485,2609,2228,1602,10233,10229,9463,55,53,153,-100,-1,157,156,-1,981,5.617084415,16.215356897,-10.59827248,-0.105982725,16.639287796,16.533305071,283,7
45,067,Marion County,13045,564,4.3,SC,4168,8466,5934,3131,33062,33058,30657,-399,341,444,-103,6,-302,-296,0,202,11.051156158,14.389188664,-3.338032505,0.194448496,-9.787240938,-9.592792442,1170,44
45,069,Marlboro County,9183,444,4.8,SC,4662,8001,4871,1814,28933,28935,26118,-274,270,310,-40,1,-234,-233,-1,2716,10.283755475,11.807274805,-1.52351933,0.038087983,-8.912588078,-8.874500095,1159,14
45,071,Newberry County,19223,514,2.7,SC,4932,9360,7266,4435,37508,37510,38440,-3,395,454,-59,-1,58,57,-1,1291,10.275353459,11.81015309,-1.534799631,-0.026013553,1.508786077,1.482772525,1703,54
45,073,Oconee County,35039,971,2.8,SC,8886,16512,16300,13612,74273,74285,79546,1239,701,958,-257,150,1343,1493,3,791,8.881681058,12.137875112,-3.256194054,1.900502366,17.015831185,18.916333551,2547,34
45,075,Orangeburg County,34842,1655,4.8,SC,8541,19088,19973,11566,92501,92508,86175,-838,950,1154,-204,24,-655,-631,-3,3030,10.970737003,13.326558422,-2.355821419,0.277155461,-7.56403446,-7.286878999,3397,131
45,077,Pickens County,57667,1604,2.8,SC,11698,23327,23397,18953,119224,119385,126884,1659,1159,1206,-47,240,1459,1699,7,8314,9.194435740,9.567290339,-0.372854599,1.903938376,11.57435871,13.478297086,4670,67
45,079,Richland County,198948,5579,2.8,SC,22729,57095,78748,96025,384504,384425,415759,1557,4631,3232,1399,990,-833,157,1,29322,11.159560509,7.788317764,3.371242745,2.385654266,-2.007323236,0.37833103,17654,274
45,081,Saluda County,8928,238,2.7,SC,2923,5095,3781,2270,19875,19860,20473,76,226,199,27,28,22,50,-1,298,11.059456814,9.738194274,1.321262540,1.370198189,1.076584292,2.446782481,735,24
45,083,Spartanburg County,153496,3920,2.6,SC,29946,59812,65132,48449,284307,284304,319785,5648,3897,3178,719,242,4672,4914,15,7849,12.294888015,10.026470134,2.268417881,0.763500872,14.739983783,15.503484656,9414,238
45,085,Sumter County,43727,1473,3.4,SC,11427,21621,23897,12888,107456,107485,106721,312,1343,1075,268,89,-40,49,-5,2536,12.602636888,10.087739877,2.514897011,0.835171022,-0.375357763,0.459813260,3619,89
45,087,Union County,11681,406,3.5,SC,3640,7795,5778,2378,28961,28973,27316,-8,294,378,-84,-1,80,79,-3,405,10.761346999,13.83601757,-3.074670571,-0.036603221,2.928257687,2.891654466,796,18
45,089,Williamsburg County,12093,551,4.6,SC,4316,9361,5841,2828,34423,34410,30368,-238,302,394,-92,28,-172,-144,-2,987,9.905861515,12.923541181,-3.017679667,0.918424246,-5.641748942,-4.723324696,1467,50
45,091,York County,140458,3871,2.8,SC,18002,44792,54916,55394,226073,226037,280979,7197,2965,2227,738,188,6252,6440,19,3435,10.689287819,8.028682622,2.660605198,0.677769346,22.539435901,23.217205247,7000,107
46,003,Aurora County,1527,42,2.8,SD,238,607,592,372,2710,2710,2751,-34,39,24,15,2,-52,-50,1,95,14.089595376,8.670520231,5.419075144,0.722543353,-18.78612717,-18.06358382,205,0
46,005,Beadle County,9618,303,3.2,SD,1813,4341,3689,2469,17398,17399,18453,30,285,182,103,52,-124,-72,-1,620,15.45720794,9.870918755,5.586289185,2.820262501,-6.725241349,-3.904978848,1397,15
46,007,Bennett County,1091,59,5.4,SD,343,611,597,350,3431,3431,3365,-108,56,33,23,0,-131,-131,0,37,16.379058204,9.651945013,6.727113191,0,-38.31529687,-38.31529687,220,5
46,009,Bon Homme County,2870,91,3.2,SD,621,1842,1662,932,7070,7067,6901,-9,69,62,7,-2,-13,-15,-1,1530,9.992035334,8.978350590,1.013684744,-0.289624213,-1.882557382,-2.172181594,1016,1
46,011,Brookings County,19138,627,3.3,SD,833,5184,5015,7113,31965,31966,35077,0,443,204,239,69,-310,-241,2,3614,12.629358269,5.815776720,6.813581549,1.967100949,-8.837699917,-6.870598968,1545,6
46,013,Brown County,20795,643,3.1,SD,1746,7804,8504,7497,36531,36532,38839,-306,501,353,148,19,-473,-454,0,1370,12.848789495,9.053139105,3.795650390,0.487279442,-12.13069348,-11.64341403,2220,6
46,015,Brule County,2451,76,3.1,SD,443,1091,1140,881,5255,5255,5297,67,69,41,28,-1,41,40,-1,132,13.109147905,7.789493683,5.319654222,-0.189987651,7.789493683,7.599506032,317,2
46,017,Buffalo County,683,45,6.6,SD,212,414,317,98,1912,1913,1962,-65,35,37,-2,0,-64,-64,1,3,17.548257709,18.551015292,-1.002757583,0,-32.08824267,-32.08824267,272,4
46,019,Butte County,5044,171,3.4,SD,656,2935,1925,1435,10110,10112,10429,176,135,98,37,0,142,142,-3,111,13.054830287,9.476839764,3.577990523,0,13.731747413,13.731747413,420,3
46,021,Campbell County,772,28,3.6,SD,117,399,253,311,1466,1466,1376,10,12,6,6,0,6,6,-2,0,8.752735230,4.376367615,4.376367615,0,4.376367615,4.376367615,82,1
46,023,Charles Mix County,3763,141,3.7,SD,694,2196,1852,1003,9129,9131,9292,-39,157,106,51,-1,-90,-91,1,589,16.860870966,11.383772754,5.477098212,-0.107394083,-9.665467433,-9.772861515,438,1
46,025,Clark County,1913,77,4,SD,222,999,795,460,3691,3691,3736,10,64,30,34,1,-26,-25,1,489,17.153578129,8.040739748,9.112838381,0.268024658,-6.968641115,-6.700616457,145,1
46,027,Clay County,7432,248,3.3,SD,286,1510,1793,3372,13864,13866,14070,87,131,80,51,-1,38,37,-1,2254,9.339464585,5.703489823,3.635974762,-0.071293623,2.709157666,2.637864043,877,8
46,029,Codington County,15518,490,3.2,SD,1515,6971,6381,4085,27227,27225,28009,-24,316,235,81,4,-108,-104,-1,381,11.277256343,8.386567217,2.890689126,0.142750080,-3.854252168,-3.711502088,1666,15
46,031,Corson County,1368,79,5.8,SD,390,791,738,392,4050,4040,4086,-92,91,58,33,1,-126,-125,0,1,22.023233301,14.03678606,7.986447241,0.242013553,-30.49370765,-30.25169409,238,2
46,033,Custer County,4009,178,4.4,SD,402,2076,2613,1701,8216,8218,8972,160,68,89,-21,0,183,183,-2,252,7.647323437,10.008996851,-2.361673414,0,20.580296896,20.580296896,336,3
46,035,Davison County,11103,325,2.9,SD,1116,4116,4995,3213,19504,19504,19775,-9,244,199,45,-4,-49,-53,-1,771,12.336004449,10.060921661,2.275082788,-0.202229581,-2.477312369,-2.67954195,1099,11
46,037,Day County,2763,126,4.6,SD,409,1487,1226,810,5710,5710,5424,-83,67,84,-17,1,-66,-65,-1,139,12.25871375,15.369133657,-3.110419907,0.182965877,-12.07574787,-11.892782,177,2
46,039,Deuel County,2172,105,4.8,SD,277,1139,894,713,4364,4364,4351,-1,56,44,12,2,-15,-13,0,50,12.869125589,10.11145582,2.757669769,0.459611628,-3.447087211,-2.987475583,201,1
46,041,Dewey County,2228,184,8.3,SD,446,1106,1055,496,5301,5301,5892,-33,137,71,66,-1,-99,-100,1,19,23.186934078,12.016586274,11.170347804,-0.169247694,-16.75552171,-16.9247694,404,0
46,043,Douglas County,1584,45,2.8,SD,256,759,705,351,3002,3000,2921,-5,41,32,9,3,-18,-15,1,178,14.024285959,10.945784163,3.078501796,1.026167265,-6.157003592,-5.130836326,180,5
46,045,Edmunds County,2041,61,3,SD,262,951,794,687,4071,4071,3829,-37,36,41,-5,2,-33,-31,-1,420,9.356725146,10.656270305,-1.299545159,0.519818064,-8.576998051,-8.057179987,154,1
46,047,Fall River County,2992,128,4.3,SD,398,1650,2010,1110,7094,7094,6713,-27,46,100,-54,0,26,26,1,220,6.838623355,14.866572512,-8.027949156,0,3.865308853,3.865308853,233,6
46,049,Faulk County,1058,35,3.3,SD,119,549,503,477,2364,2364,2299,-16,35,20,15,0,-31,-31,0,497,15.171218032,8.669267447,6.501950585,0,-13.43736454,-13.43736454,224,2
46,051,Grant County,4443,150,3.4,SD,465,2204,1510,881,7356,7358,7052,-51,82,70,12,-5,-58,-63,0,104,11.58601201,9.890498057,1.695513953,-0.706464147,-8.194984105,-8.901448252,326,2
46,053,Gregory County,2048,71,3.5,SD,315,1016,1014,605,4271,4271,4185,-4,49,53,-4,0,-1,-1,1,44,11.702889897,12.658227848,-0.955337951,0,-0.238834488,-0.238834488,254,10
46,055,Haakon County,1051,31,2.9,SD,140,642,460,221,1937,1937,1899,-3,20,11,9,0,-11,-11,-1,36,10.523546435,5.787950539,4.735595896,0,-5.787950539,-5.787950539,104,2
46,057,Hamlin County,3319,109,3.3,SD,320,1552,1053,746,5903,5899,6164,94,119,55,64,0,31,31,-1,245,19.453980709,8.991335622,10.462645087,0,5.067843714,5.067843714,225,0
46,059,Hand County,1783,50,2.8,SD,148,765,881,545,3431,3430,3191,-49,37,28,9,0,-59,-59,1,61,11.506764111,8.707821490,2.798942622,0,-18.34862385,-18.34862385,150,1
46,061,Hanson County,1745,82,4.7,SD,146,791,717,416,3331,3332,3453,89,37,9,28,0,60,60,1,520,10.855214904,2.640457679,8.214757225,0,17.603051196,17.603051196,110,1
46,063,Harding County,725,20,2.8,SD,68,300,306,238,1255,1255,1298,46,16,6,10,0,35,35,1,29,12.549019608,4.705882353,7.843137255,0,27.450980392,27.450980392,58,0
46,065,Hughes County,10039,268,2.7,SD,942,3378,3523,4315,17022,17022,17526,-157,228,161,67,-2,-223,-225,1,768,12.951234059,9.145388963,3.805845096,-0.113607316,-12.66721577,-12.78082309,921,8
46,067,Hutchinson County,3598,112,3.1,SD,616,1648,1455,1274,7343,7343,7291,-15,109,94,15,1,-30,-29,-1,832,14.934575598,12.879358772,2.055216825,0.137014455,-4.110433651,-3.973419196,252,2
46,069,Hyde County,682,24,3.5,SD,77,422,265,222,1420,1420,1301,30,18,9,9,0,21,21,0,38,13.99688958,6.99844479,6.99844479,0,16.32970451,16.32970451,51,0
46,071,Jackson County,1272,73,5.7,SD,324,623,538,384,3031,3030,3344,66,83,20,63,0,2,2,1,42,25.067955301,6.040471157,19.027484144,0,0.604047116,0.604047116,137,3
46,073,Jerauld County,1117,31,2.8,SD,168,609,406,310,2071,2071,2013,-13,20,20,0,2,-15,-13,0,176,9.903441446,9.903441446,0,0.990344145,-7.427581084,-6.43723694,170,13
46,075,Jones County,544,17,3.1,SD,36,257,166,145,1006,1006,903,-25,12,8,4,0,-28,-28,-1,0,13.10759148,8.73839432,4.36919716,0,-30.58438012,-30.58438012,34,0
46,077,Kingsbury County,2671,81,3,SD,307,1342,1087,805,5148,5147,4939,13,66,50,16,1,-2,-1,-2,203,13.380638621,10.13684744,3.243791181,0.202736949,-0.405473898,-0.202736949,221,2
46,079,Lake County,6684,241,3.6,SD,664,2978,2125,2824,11200,11202,12797,-258,129,113,16,-3,-273,-276,2,879,9.979885502,8.742070246,1.237815256,-0.232090361,-21.12022281,-21.35231317,447,9
46,081,Lawrence County,13343,428,3.2,SD,1118,5239,5064,6067,24097,24090,25844,117,224,233,-9,17,110,127,-1,1075,8.687052801,9.036086172,-0.349033371,0.659285257,4.265963429,4.925248686,1061,6
46,083,Lincoln County,34595,886,2.6,SD,1815,7635,11868,13882,44828,44823,61128,2333,866,252,614,-17,1727,1710,9,284,14.442600669,4.202696730,10.239903938,-0.283515256,28.801814498,28.518299242,3193,21
46,085,Lyman County,1690,81,4.8,SD,237,915,773,475,3755,3755,3781,-23,65,25,40,0,-62,-62,-1,37,17.13909031,6.591957812,10.547132498,0,-16.34805537,-16.34805537,294,6
46,087,McCook County,3078,88,2.9,SD,443,1234,1092,846,5618,5618,5586,-15,90,65,25,4,-44,-40,0,312,16.090104586,11.62063109,4.469473496,0.715115759,-7.866273353,-7.151157594,302,1
46,089,McPherson County,1006,43,4.3,SD,290,581,595,287,2459,2459,2379,-22,19,20,-1,-1,-19,-20,-1,347,7.949790795,8.368200837,-0.418410042,-0.418410042,-7.949790795,-8.368200837,72,0
46,091,Marshall County,2383,91,3.8,SD,256,1060,1168,786,4656,4656,4935,14,73,41,32,2,-20,-18,0,373,14.813311688,8.319805195,6.493506493,0.405844156,-4.058441558,-3.652597403,65,1
46,093,Meade County,14138,506,3.6,SD,992,5482,6555,4864,25434,25440,28332,128,257,207,50,-9,87,78,0,791,9.091552285,7.322767794,1.768784491,-0.318381208,3.077685015,2.759303806,1040,10
46,095,Mellette County,741,42,5.7,SD,237,465,379,171,2048,2043,2061,27,36,26,10,0,16,16,1,49,17.582417582,12.698412698,4.884004884,0,7.814407814,7.814407814,94,1
46,097,Miner County,1177,37,3.1,SD,184,558,497,313,2389,2389,2216,12,27,21,6,-1,8,7,-1,80,12.21719457,9.502262443,2.714932127,-0.452488688,3.619909502,3.167420814,148,2
46,099,Minnehaha County,113094,3241,2.9,SD,9551,33305,40496,39068,169468,169474,193134,2142,2873,1415,1458,272,414,686,-2,6268,14.958633365,7.367374247,7.591259118,1.416201975,2.155542712,3.571744688,12667,111
46,101,Moody County,4041,146,3.6,SD,418,1450,1628,929,6486,6493,6576,74,82,55,27,-3,51,48,-1,164,12.540143753,8.411072029,4.129071724,-0.458785747,7.7993577,7.340571953,240,3
46,102,Oglala Lakota County,3570,348,9.7,SD,1732,1827,2811,849,13586,13586,14177,-154,284,172,112,-5,-261,-266,0,92,19.924231795,12.06678827,7.857443525,-0.350778729,-18.31064964,-18.66142837,1051,9
46,103,Pennington County,56757,1930,3.4,SD,4623,21310,25682,22814,100948,100960,113775,1825,1495,920,575,-13,1253,1240,10,2567,13.246206667,8.151511795,5.094694872,-0.115184406,11.102004652,10.986820246,4914,48
46,105,Perkins County,1425,44,3.1,SD,127,762,755,410,2982,2991,2865,-43,34,21,13,0,-57,-57,1,65,11.778971072,7.275246839,4.503724233,0,-19.74709856,-19.74709856,82,0
46,107,Potter County,1045,33,3.2,SD,145,603,563,366,2329,2334,2153,-53,21,26,-5,1,-48,-47,-1,63,9.635237440,11.929341592,-2.294104152,0.458820830,-22.02339986,-21.56457903,139,0
46,109,Roberts County,4839,209,4.3,SD,756,2334,2338,1130,10149,10147,10394,18,167,111,56,2,-37,-35,-3,281,16.080885893,10.688493019,5.392392874,0.192585460,-3.562831006,-3.370245546,388,6
46,111,Sanborn County,1153,36,3.1,SD,140,664,529,328,2355,2355,2344,-52,33,17,16,0,-69,-69,1,174,13.924050633,7.172995781,6.751054852,0,-29.11392405,-29.11392405,115,1
46,115,Spink County,3189,109,3.4,SD,403,1631,1440,990,6415,6415,6376,-108,81,69,12,-2,-119,-121,1,403,12.597200622,10.730948678,1.866251944,-0.311041991,-18.50699844,-18.81804044,315,1
46,117,Stanley County,1850,55,3,SD,123,688,618,651,2966,2966,3098,81,37,7,30,0,51,51,0,0,12.101390025,2.289452167,9.811937858,0,16.680294358,16.680294358,101,0
46,119,Sully County,800,23,2.9,SD,43,316,320,232,1373,1368,1391,14,16,11,5,0,9,9,0,0,11.560693642,7.947976879,3.612716763,0,6.502890173,6.502890173,45,0
46,121,Todd County,3166,205,6.5,SD,1097,1464,1613,785,9612,9610,10177,-68,238,131,107,10,-186,-176,1,28,23.308197042,12.829301733,10.478895309,0.979336010,-18.21564979,-17.23631378,511,6
46,123,Tripp County,3070,89,2.9,SD,362,1560,1108,830,5644,5649,5441,-50,86,56,30,-1,-80,-81,1,131,15.733626052,10.245151848,5.488474204,-0.18294914,-14.63593121,-14.81888035,288,2
46,125,Turner County,4702,143,3,SD,380,1913,2146,1342,8347,8349,8384,-38,102,91,11,1,-50,-49,0,153,12.138521956,10.829465667,1.309056289,0.119005117,-5.950255861,-5.831250744,531,18
46,127,Union County,8484,292,3.4,SD,850,2886,3517,3174,14399,14398,15932,362,185,112,73,14,277,291,-2,89,11.745286014,7.110659641,4.634626373,0.888832455,17.586185004,18.475017459,807,12
46,129,Walworth County,2125,117,5.5,SD,384,1498,1102,902,5438,5438,5435,-42,78,65,13,6,-60,-54,-1,152,14.296187683,11.913489736,2.382697947,1.099706745,-10.99706745,-9.897360704,287,10
46,135,Yankton County,11958,343,2.9,SD,1435,5228,4707,4467,22438,22438,22814,55,261,207,54,1,2,3,-2,2291,11.454150484,9.084326246,2.369824238,0.043885634,0.087771268,0.131656902,940,6
46,137,Ziebach County,930,52,5.6,SD,253,599,482,260,2801,2801,2756,12,23,25,-2,0,14,14,0,0,8.363636364,9.090909091,-0.727272727,0,5.090909091,5.090909091,108,2
47,001,Anderson County,34949,1241,3.6,TN,7138,17882,16292,12661,75129,75082,76978,691,792,932,-140,51,783,834,-3,1261,10.335040616,12.161941735,-1.826901119,0.665513979,10.217596973,10.883110952,1869,16
47,003,Bedford County,21223,786,3.7,TN,6015,12740,7509,5106,45058,45057,49713,567,678,482,196,88,283,371,0,544,13.716505326,9.751261898,3.965243427,1.780313376,5.725325969,7.505639345,1830,23
47,005,Benton County,6964,311,4.5,TN,2263,5500,2576,1484,16489,16491,16160,-86,166,259,-93,1,6,7,0,248,10.245016355,15.984694192,-5.739677837,0.061716966,0.370301796,0.432018762,441,10
47,007,Bledsoe County,4346,235,5.4,TN,2795,4318,2605,1433,12876,12874,15064,181,116,154,-38,22,196,218,1,2709,7.747019735,10.284836545,-2.53781681,1.469262363,13.089791966,14.559054329,1047,4
47,009,Blount County,64115,2043,3.2,TN,9996,31875,27833,22022,123010,123098,133088,1757,1255,1414,-159,71,1842,1913,3,2095,9.492509994,10.695146718,-1.202636724,0.537026462,13.932432995,14.469459456,3602,41
47,011,Bradley County,52465,1811,3.5,TN,11143,22898,21332,15569,98963,98926,108110,1060,1240,1113,127,168,769,937,-4,2605,11.526306005,10.34578918,1.180516825,1.561628556,7.148168805,8.709797360,3754,24
47,013,Campbell County,14978,687,4.6,TN,6979,11681,6483,3397,40716,40723,39842,47,438,581,-143,23,169,192,-2,653,10.999912101,14.591207605,-3.591295503,0.577620955,4.244258322,4.821879277,1133,13
47,015,Cannon County,6686,205,3.1,TN,1589,4842,2174,1380,13801,13813,14678,238,180,155,25,7,206,213,0,152,12.363486503,10.6463356,1.717150903,0.480802253,14.149323443,14.630125695,442,2
47,017,Carroll County,12172,590,4.8,TN,3479,8060,4527,3326,28522,28486,27767,-208,296,394,-98,0,-112,-112,2,1202,10.620358078,14.136557712,-3.516199634,0,-4.018513867,-4.018513867,1192,27
47,019,Carter County,24218,983,4.1,TN,7154,16384,11061,6964,57424,57383,56391,-26,473,760,-287,6,256,262,-1,1011,8.385930076,13.474221686,-5.088291611,0.106375434,4.538685200,4.645060634,1747,36
47,021,Cheatham County,22186,580,2.6,TN,4178,10120,8053,5443,39105,39110,40667,165,451,403,48,-1,119,118,-1,317,11.112616886,9.929899346,1.182717540,-0.024639949,2.932153901,2.907513952,1127,12
47,023,Chester County,8640,297,3.4,TN,1512,4478,3208,1800,17131,17145,17297,52,181,159,22,7,25,32,-2,1139,10.479995368,9.206183776,1.273811592,0.405303688,1.447513172,1.852816861,754,16
47,025,Claiborne County,13178,554,4.2,TN,4425,8684,6050,3432,32213,32212,31959,109,333,427,-94,22,183,205,-2,1293,10.437399113,13.383691956,-2.946292843,0.689557899,5.735867981,6.425425880,556,8
47,027,Clay County,2808,168,6,TN,1084,2579,1114,818,7861,7853,7615,-62,64,101,-37,2,-29,-27,2,76,8.370389746,13.209521318,-4.839131572,0.261574680,-3.792832854,-3.531258174,426,16
47,029,Cocke County,15164,687,4.5,TN,5440,11539,5691,2738,35662,35642,36004,146,361,496,-135,-10,292,282,-1,372,10.047034594,13.804235897,-3.757201302,-0.278311208,8.126687262,7.848376054,1178,17
47,031,Coffee County,25749,858,3.3,TN,5095,14366,10368,7266,52796,52803,56520,643,700,658,42,-20,623,603,-2,616,12.455848466,11.708497558,0.747350908,-0.355881385,11.085705134,10.72982375,2036,28
47,033,Crockett County,7069,246,3.5,TN,1858,4126,2581,1281,14586,14576,14230,-66,148,180,-32,6,-40,-34,0,194,10.376498633,12.620065905,-2.243567272,0.420668863,-2.80445909,-2.383790226,929,23
47,035,Cumberland County,23685,1061,4.5,TN,6218,17760,12341,8118,56053,56060,60520,782,512,843,-331,20,1087,1107,6,736,8.515026027,14.019857307,-5.504831279,0.332618204,18.077799398,18.410417602,1708,27
47,037,Davidson County,409810,10308,2.5,TN,53735,106640,120319,189249,626681,626558,694144,3628,9985,5565,4420,3453,-4201,-748,-44,25458,14.422313059,8.038074329,6.384238730,4.987505958,-6.067915589,-1.080409631,34980,352
47,039,Decatur County,4611,245,5.3,TN,1375,3651,2254,1064,11757,11750,11663,-36,108,159,-51,7,7,14,1,216,9.245783751,13.611848301,-4.366064549,0.599263762,0.599263762,1.198527523,689,11
47,041,DeKalb County,7855,339,4.3,TN,2799,5894,3078,2187,18723,18722,20490,357,219,226,-7,54,310,364,0,290,10.782069271,11.126701622,-0.344632351,2.658592423,15.262289836,17.920882259,793,18
47,043,Dickson County,27409,816,3,TN,6015,14665,9400,5478,49666,49650,53948,502,630,526,104,-10,407,397,1,720,11.732499022,9.795705533,1.936793489,-0.186230143,7.579566829,7.393336685,1797,20
47,045,Dyer County,16597,805,4.9,TN,4416,9511,7228,4310,38335,38330,37159,-127,445,458,-13,-1,-112,-113,-1,548,11.955134663,12.304385788,-0.349251125,-0.026865471,-3.008932769,-3.03579824,2398,38
47,047,Fayette County,19370,707,3.6,TN,3869,9560,9225,6269,38413,38439,41133,577,414,435,-21,23,570,593,5,465,10.136003623,10.650148735,-0.514145111,0.563111312,13.955367308,14.51847862,1788,27
